x,y,yaw,s,km,kf
1.0,0.0,0.0,1.0,0.0,0.0
5.94594572626,-0.0266654055764,0.494217776523,5.9587160256,-0.000342768524503,0.481595376996
10.9826180918,-0.00851060894881,0.517912432081,11.0805134327,0.000890343573401,0.277507311847
16.0146685466,0.0161404372394,0.533259582235,16.152911244,0.000643866072155,0.194335250935
21.0524674802,0.0338645924863,0.534513174478,21.2197929695,0.0004210979887,0.147577326387
26.002627662,0.00324528712551,0.524320843088,26.2846456787,0.000307247467909,0.119086614596
6.02336809376,2.02628202601,0.512035041257,6.40434790225,0.153413234007,-0.131078509771
10.9834737955,1.98933850559,0.52158342273,11.2668982477,0.0487330981707,0.0832288279591
16.0016979977,2.00050249046,0.523713802998,16.250487223,0.0234211184161,0.0994271754253
20.9873751311,1.99159674941,0.522203826753,21.2898623014,0.0137349200272,0.093086655572
25.941268706,2.07641039606,0.529039215064,26.2146214647,0.00928568976106,0.083140515722
5.94515605503,3.95159985161,0.562500161981,7.59630880952,0.229861241085,-0.492708654428
11.0033222223,3.99865810233,0.522819682167,11.9862549844,0.0879882977493,-0.0924328477471
16.0394998274,4.02102642196,0.52400555268,16.7366052963,0.044397619943,0.010130406611
21.0423771783,4.02295997851,0.525507981127,21.6498965449,0.026447043067,0.039802494575
25.9922647324,3.99430576605,0.523143431194,26.5244453424,0.0174013741865,0.0484121294755
5.95226227407,5.96442506784,0.56291372576,9.38746686085,0.246621055487,-0.627753459897
11.0003075127,5.99445354202,0.524004657071,13.0729342362,0.114565102028,-0.220414479293
16.061406369,6.03314277828,0.518763511975,17.5040557313,0.0617807066408,-0.0683919967769
20.9669147382,5.97896846233,0.5239526912,22.1986596608,0.0378351954967,-0.0098974257538
26.0205570065,6.00995829269,0.523937575606,27.0315066056,0.0253388498668,0.014859675328
1.00164412606,7.99894170889,0.518162228752,11.7022499628,0.349936167824,-0.98706713497
5.93905433388,7.98800243725,0.463099761306,11.561648695,0.236473326397,-0.681396296809
11.0309695043,8.01192307552,0.513451973981,14.5175791858,0.129309372346,-0.299948270834
16.0045302929,7.99993992811,0.52306063254,18.5580671822,0.0750138794688,-0.131453522315
21.0542888551,7.96973330449,0.524834187163,23.0208584407,0.0472754458497,-0.0519955076303
25.9638706743,7.97647908083,0.524278590636,27.6925397525,0.0324592248624,-0.0164229013825
0.967883021834,9.97122463851,0.579217138802,14.757299339,0.28504006184,-0.843461708412
6.00145696927,9.95684898846,0.49525373767,13.9337648593,0.216639848441,-0.626232990071
11.0669037605,10.0334966083,0.496787279986,16.3177882238,0.134458037519,-0.348297203925
16.0701737958,10.0364488422,0.509211081994,19.904638296,0.0840102590604,-0.179985684424
20.9940828228,9.99313111206,0.524367204995,24.0705953511,0.0554236990783,-0.0915387214306
26.0035738421,9.99890898653,0.523471900938,28.5601732535,0.0386468801819,-0.0447533542375
0.982927432518,11.986931652,0.541299718703,17.8364254767,0.239926453478,-0.732516027184
6.06725826757,12.034246407,0.476660801174,16.6159888227,0.195077050193,-0.581833519781
11.0745489412,12.0377691976,0.492019326536,18.3046900051,0.134325124674,-0.366790697792
16.0250193201,12.0108788795,0.517759423813,21.4447029634,0.0896252024272,-0.212940566315
21.0396126757,12.0199071476,0.518155176103,25.3041985777,0.061470611848,-0.12171734841
26.0631349512,12.0319656439,0.518649667822,29.6081720471,0.0438303362386,-0.0696689637308
1.01313899401,13.9982984593,0.509175425425,20.9461392442,0.20638218679,-0.650241411949
5.99802018899,13.9848389247,0.537050233357,19.2547337845,0.177412192484,-0.529699369194
11.0130982183,13.9979653466,0.521039834721,20.4508685707,0.131049559323,-0.367673898603
15.9860000293,13.9854457306,0.52847265333,23.1958972912,0.0923604422318,-0.234863614887
21.014238282,14.003676267,0.521584154979,26.7192828139,0.0658290074504,-0.145123598827
25.9793948789,13.9822443495,0.526033604508,30.7989151687,0.0480561426226,-0.0906372314306
0.972881777477,15.9505527936,0.539275120583,23.9284584854,0.182425801021,-0.572322467806
6.04403467433,15.9983029493,0.520213382089,22.0676408459,0.160585012655,-0.492348792694
10.996492615,15.9860588855,0.529670136618,22.7535686847,0.12593097849,-0.360705207594
15.9748957126,15.9770369581,0.532465814175,25.0734398103,0.0932397266056,-0.24602068443
21.0216750327,16.0037222258,0.520410775961,28.3661119729,0.0685240831237,-0.164402112537
25.9356958361,15.9564405337,0.531996330145,32.0978460538,0.0514368294055,-0.107260512144
1.04494630992,18.0236617701,0.496595694034,27.1463764742,0.161400830878,-0.521050021991
6.07969241029,17.983045819,0.527825723503,24.8160578285,0.1470893581,-0.448570568839
11.0538725532,18.0165902767,0.506716290005,25.2243328183,0.119664891951,-0.352250247484
16.0110456635,17.9992536506,0.521638900281,27.1145968683,0.0925651720282,-0.251726477149
20.9855639417,17.9830238062,0.527690312075,30.0897942675,0.0702275459628,-0.176813823163
25.9434061755,17.9601122142,0.532130368806,33.5715143725,0.0539278271175,-0.121032960566
1.0,0.0,0.0,1.0,0.0,0.0
5.99962587712,0.00700197146658,0.0408959005099,5.94742363851,0.000754336848958,0.0381331601542
10.999999888,0.000433246439513,-0.000451756317989,10.9781174488,9.91304168925e-06,-0.000291015214071
15.9999999894,0.000340331629668,-7.95237219999e-05,15.9297722408,3.99623603538e-06,-4.55900214738e-05
20.9999999629,0.000874476556738,-9.37679421007e-05,20.9747416153,5.91582621801e-06,-5.0845688114e-05
25.9999999527,0.00120692085625,-6.46174139267e-05,25.9192012861,5.38426894067e-06,-3.62364254362e-05
5.95511339647,1.96950430531,-0.0396468449452,6.31138844021,0.153004024085,-0.597530424913
10.9568500689,1.96860987735,-0.00939737709709,11.1086653074,0.0483673040366,-0.193307434385
16.0252295009,2.02144613787,0.000916740676044,16.1731247327,0.0233104274915,-0.0936104845464
21.0692306783,2.00051048939,-0.0038681953181,21.1253633239,0.013489192294,-0.0546528731355
25.9943171589,2.00085925016,9.88330256284e-05,26.0983525442,0.0088307028984,-0.0356902960375
5.99743052589,3.99852219227,0.00169679872602,7.64155524119,0.228871237207,-0.83013698597
11.0234672753,3.99918125055,-0.00841151233794,11.9336185098,0.0877256573342,-0.347218829427
16.0204211345,3.9999778801,-0.00361782415035,16.6684922866,0.0440769100243,-0.178148522273
20.9799309959,3.99997953569,0.00209771011016,21.47860093,0.0263293776334,-0.105440295837
25.9791162052,3.99992396121,0.00134731948255,26.3501717992,0.0174214456492,-0.0693436931536
6.05713839307,5.99534494882,-0.0795744243025,9.53133328915,0.242339698225,-0.899809159701
10.9650447328,5.99809606506,0.016872899833,13.061873384,0.114687087844,-0.443273876686
15.9927771348,6.0000786505,0.00175958117152,17.4084389665,0.0620473915974,-0.242396490798
21.0402918532,5.99937102172,-0.00610412419008,22.1138860354,0.0377893079572,-0.150923238802
25.9583906947,5.99990192155,0.00424865723732,26.8654933863,0.0253830507297,-0.100816122897
0.998478889668,7.9947788588,-0.0104920510312,12.0186909535,0.342681181591,-1.11932738728
6.02059741353,7.98753069436,-0.0377478225136,11.7243248284,0.232854148283,-0.851096394989
11.0451221473,7.99597778043,-0.0222303763857,14.6560591204,0.127666330715,-0.505285665059
15.9719282499,7.99912040918,0.00831955084063,18.5339018954,0.0751705985631,-0.293499126446
20.9622228564,7.99861930999,0.00742587171127,22.9866067012,0.0475208113719,-0.189189071627
26.0400737992,7.99784578176,-0.00518769230197,27.6156018906,0.0324358662566,-0.12964363216
0.98304808217,9.99771953007,0.0232963324707,15.2385573185,0.277581502314,-0.965275778965
6.06203894998,9.97935058776,-0.0253945025507,14.2660840472,0.211285759624,-0.794783626945
11.018906016,9.99577573616,-0.0115848532478,16.4023952252,0.134225473845,-0.514800083735
15.9893470804,9.99780648535,0.00422828111614,19.9628748952,0.0837431055763,-0.330790949669
20.9617303879,9.99804019578,0.00886919830684,24.0674191275,0.0554090862074,-0.21918040588
25.9306490654,9.99804960824,0.0109206770469,28.4771659248,0.0387390226329,-0.15312727183
0.954265398044,11.9941346952,0.04914574708,18.4654220835,0.232870053367,-0.8409008129
6.06024616082,11.9604491446,0.0327356916491,16.8562084471,0.192220760158,-0.712897376432
10.9575844562,11.9886130742,0.0228477815968,18.4431136539,0.133939633793,-0.511086199115
15.9747206189,11.9961228722,0.00964434078308,21.5787416812,0.0891079378839,-0.351567245832
20.9562538747,11.9972479348,0.011218802655,25.3802927284,0.0612955100371,-0.242648782892
26.0441931055,11.9963819002,-0.00727875621166,29.6222156687,0.0437321236267,-0.174791493894
1.04290441266,14.0066358711,-0.0226671058828,21.7727641549,0.198873657995,-0.751432732277
6.0098436872,13.9982363281,-0.0094969142219,19.7679150277,0.17320953073,-0.662794758908
11.0274750976,13.9821471649,0.0022188929265,20.7655421306,0.12905981244,-0.502654968973
16.0646771428,13.9932173778,-0.0212543124547,23.4224383989,0.0914355277413,-0.362847070534
20.9670106152,13.9942366826,0.0101868967717,26.8922639671,0.0653896175487,-0.259749477287
26.0904244368,13.993581466,-0.0165402576488,30.9104273695,0.0477809337167,-0.192016085249
0.998202790246,16.0067335376,0.0140750425604,24.9350028639,0.175582389682,-0.660003252393
6.01358486375,15.9951379276,-0.0127310610322,22.6058899786,0.157792150818,-0.599851431387
10.9729409578,15.9980729517,0.0126207109395,23.1307645341,0.12441983154,-0.478727986447
15.9836258234,15.9874998169,0.0123265725933,25.3873605236,0.0921118488922,-0.363235287932
21.0106503123,15.9914518743,-0.000210584355144,28.5476514405,0.0681328556885,-0.270150106332
26.0799799042,15.9925833008,-0.0150466835832,32.302192583,0.05105993365,-0.204204605509
1.07676977296,18.0142215449,-0.0312442475974,28.2074108063,0.15584902086,-0.597386250687
5.95509900954,17.9874126171,0.0225244574243,25.5368926208,0.144013477759,-0.548832777442
11.0501728759,17.9604999578,0.0164631456986,25.6881438662,0.117396880451,-0.458562684181
15.9514656605,17.9822146195,0.0241778692744,27.4866709645,0.091441432476,-0.358101528363
21.000984985,17.9899952401,0.00287304724243,30.3564150957,0.0696728080366,-0.27603951254
26.0280973489,17.9892903589,-0.00359276832012,33.8722196363,0.0533785438142,-0.213869254474
